country,sub_region,language_1,language_2,language_3,ign,team_role,igl,standings,team_name_full,shorthand,agent_1,agent_2,agent_3,maps,k,d,a,kd,kda,acs_per_map,k_per_map,d_per_map,a_per_map
South Korea,South Korea,Korean,,,Ash,Flex,FALSE,8th,FearX,FOX,Jett,Raze,Neon,17,260,267,62,0.97,1.2,208,15.2,15.7,3.6
South Korea,South Korea,Korean,,,BENECIA,Flex,FALSE,4th,SLT,SLT,Omen,Viper,Brimstone,23,332,348,230,0.95,1.61,193,14.4,15.1,10
South Korea,South Korea,Korean,,,Bangnan,Flex,FALSE,5th-6th,VEC,VEC,Omen,Cypher,Breach,21,296,338,113,0.87,1.21,187,14,16,5.3
South Korea,South Korea,Korean,,,BeomJun,Smoker,FALSE,8th,FearX,FOX,KAY/O,Harbor,Omen,17,193,277,126,0.69,1.15,161,11.3,16.2,7.4
South Korea,South Korea,Korean,,,Bunny,Entry,FALSE,5th-6th,IAM,IAM,Raze,Jett,,21,311,330,87,0.94,1.2,200,14.8,15.7,4.1
South Korea,South Korea,Korean,,,CabezA,Flex,FALSE,7th,SUPERFECT Esports,SPF,Omen,Killjoy,Raze,16,200,233,90,0.85,1.24,179,12.5,14.5,5.6
South Korea,South Korea,Korean,,,Cloudy,Support,FALSE,4th,SLT,SLT,Sova,Gekko,Viper,13,175,206,99,0.84,1.33,170,13.4,15.8,7.6
South Korea,South Korea,Korean,,,Cloy,Flex,FALSE,2nd,Nongshim RedForce,NS,Omen,Astra,Harbor,34,526,481,286,1.09,1.68,202,15.4,14.1,8.4
South Korea,South Korea,Korean,,,Dambi,Flex,FALSE,1st,Sin Prisa Gaming,SPG,Raze,Jett,Iso,27,489,421,137,1.16,1.48,252,18.1,15.5,5
South Korea,South Korea,Korean,,,Doenmo,Flex,FALSE,5th-6th,IAM,IAM,Viper,Raze,Gekko,21,295,320,122,0.92,1.3,200,14,15.2,5.8
South Korea,South Korea,Korean,,,Doyou,Smoker,FALSE,7th,SUPERFECT Esports,SPF,Viper,Yoru,Astra,13,182,187,74,0.97,1.36,201,14,14.3,5.6
South Korea,South Korea,Korean,,,Efina,Anchor,FALSE,5th-6th,IAM,IAM,Killjoy,Harbor,Cypher,21,296,316,97,0.93,1.24,191,14,15,4.6
South Korea,South Korea,Korean,,,Felix,Flex,FALSE,7th,SUPERFECT Esports,SPF,Skye,Fade,KAY/O,16,223,224,103,0.99,1.45,202,13.9,14,6.4
South Korea,South Korea,Korean,,,Francis,Support,TRUE,1st,Sin Prisa Gaming,SPG,Fade,Skye,Yoru,27,383,395,222,0.96,1.53,188,14.1,14.6,8.2
South Korea,South Korea,Korean,,,Freeing,Anchor,FALSE,3rd,Dplus,DK,Killjoy,Cypher,Viper,25,439,357,101,1.22,1.51,223,17.5,14.2,4
South Korea,South Korea,Korean,,,GodDead,Flex,FALSE,5th-6th,IAM,IAM,Skye,Fade,KAY/O,21,300,325,186,0.92,1.49,185,14.2,15.4,8.8
South Korea,South Korea,Korean,,,GodsB,Flex,FALSE,5th-6th,VEC,VEC,Breach,Killjoy,Raze,18,241,288,105,0.83,1.2,192,13.3,16,5.8
South Korea,South Korea,Korean,,,HANN,Flex,FALSE,5th-6th,VEC,VEC,Jett,Raze,Reyna,14,207,237,30,0.87,1,200,14.7,16.9,2.1
South Korea,South Korea,Korean,,,Hate,Support,FALSE,8th,FearX,FOX,Skye,Yoru,Sova,17,251,274,87,0.91,1.23,193,14.7,16.1,5.1
South Korea,South Korea,Korean,,,Hermes,Support,FALSE,3rd,Dplus,DK,KAY/O,Omen,Sova,25,344,373,303,0.92,1.73,184,13.7,14.9,12.1
South Korea,South Korea,Korean,,,Ivy,Support,FALSE,1st,Sin Prisa Gaming,SPG,Deadlock,Sova,Gekko,27,396,337,187,1.17,1.72,191,14.6,12.4,6.9
South Korea,South Korea,Korean,,,JaebiN,Flex,FALSE,4th,SLT,SLT,Raze,Jett,Neon,23,402,373,117,1.07,1.39,232,17.4,16.2,5
South Korea,South Korea,Korean,,,Jeong Hi,Smoker,FALSE,8th,FearX,FOX,Omen,Astra,Skye,17,223,266,144,0.83,1.37,183,13.1,15.6,8.4
South Korea,South Korea,Korean,,,Jerry,Smoker,FALSE,1st,Sin Prisa Gaming,SPG,Viper,,,1,11,25,6,0.44,0.68,108,11,25,6
South Korea,South Korea,Korean,,,Kally,Anchor,FALSE,7th,SUPERFECT Esports,SPF,Cypher,Killjoy,Astra,15,230,201,71,1.14,1.49,214,15.3,13.4,4.7
South Korea,South Korea,Korean,,,Ken,Smoker,FALSE,7th,SUPERFECT Esports,SPF,Raze,Brimstone,Viper,9,94,136,31,0.69,0.91,172,10.4,15.1,3.4
South Korea,South Korea,Korean,,,Manggong,Smoker,FALSE,5th-6th,VEC,VEC,Omen,Cypher,Viper,21,298,326,120,0.91,1.28,185,14.1,15.5,5.7
South Korea,South Korea,Korean,,,Moves,Flex,FALSE,4th,SLT,SLT,Fade,KAY/O,Breach,23,369,357,205,1.03,1.6,210,16,15.5,8.9
South Korea,South Korea,Korean,,,NakJi,Support,FALSE,8th,FearX,FOX,Gekko,Raze,KAY/O,17,222,279,123,0.79,1.23,180,13,16.4,7.2
South Korea,South Korea,Korean,,,Persia,Flex,FALSE,1st,Sin Prisa Gaming,SPG,Omen,Brimstone,Clove,26,426,315,268,1.35,2.2,222,16.3,12.1,10.3
South Korea,South Korea,Korean,,,Pkm,Entry,FALSE,2nd,Nongshim RedForce,NS,Raze,Yoru,Neon,34,560,529,160,1.05,1.36,221,16.4,15.5,4.7
South Korea,South Korea,Korean,,,RedLight,Anchor,FALSE,4th,SLT,SLT,Viper,Cypher,Killjoy,16,249,246,89,1.01,1.37,198,15.5,15.3,5.5
South Korea,South Korea,Korean,,,SID,Flex,FALSE,2nd,Nongshim RedForce,NS,Jett,Viper,Gekko,34,546,492,162,1.1,1.43,214,16,14.4,4.7
South Korea,South Korea,Korean,,,Sasuke,Flex,FALSE,7th,SUPERFECT Esports,SPF,Jett,Raze,Neon,11,168,173,39,0.97,1.19,208,15.2,15.7,3.5
South Korea,South Korea,Korean,,,Secret,Flex,FALSE,5th-6th,VEC,VEC,Skye,Breach,Gekko,21,291,312,161,0.93,1.44,189,13.8,14.8,7.6
South Korea,South Korea,Korean,,,SeliG,Entry,FALSE,3rd,Dplus,DK,Jett,Raze,Yoru,25,437,405,83,1.07,1.28,224,17.4,16.2,3.3
South Korea,South Korea,Korean,,,SungJin,Flex,FALSE,4th,SLT,SLT,Killjoy,Cypher,Sage,17,274,221,74,1.23,1.57,204,16.1,13,4.3
South Korea,South Korea,Korean,,,Vow,Support,FALSE,5th-6th,VEC,VEC,Viper,Sova,Gekko,7,81,121,43,0.66,1.02,166,11.5,17.2,6.1
South Korea,South Korea,Korean,,,Wavy,Support,FALSE,5th-6th,VEC,VEC,Skye,Fade,,3,23,51,22,0.45,0.88,125,7.6,17,7.3
South Korea,South Korea,Korean,,,Xross,Flex,FALSE,2nd,Nongshim RedForce,NS,Killjoy,Yoru,Astra,34,542,448,214,1.2,1.68,209,15.9,13.1,6.2
South Korea,South Korea,Korean,,,exy,Flex,FALSE,3rd,Dplus,DK,Omen,Viper,Brimstone,25,356,375,233,0.94,1.57,182,14.2,15,9.3
South Korea,South Korea,Korean,,,iNTRO,Flex,FALSE,3rd,Dplus,DK,Sova,Gekko,Skye,25,386,382,162,1.01,1.43,193,15.4,15.2,6.4
South Korea,South Korea,Korean,,,margaret,Anchor,FALSE,1st,Sin Prisa Gaming,SPG,Cypher,,,27,412,363,163,1.13,1.58,204,15.2,13.4,6
South Korea,South Korea,Korean,,,yoman,Flex,FALSE,2nd,Nongshim RedForce,NS,Fade,Sova,Skye,34,463,447,260,1.03,1.61,185,13.6,13.1,7.6
Thailand,Thailand,Thai,,,ALLR1GHTT,Smoker,FALSE,8th,XOXO-01,XOXO,Viper,KAY/O,Harbor,15,163,241,76,0.67,0.99,156,10.8,16,5
Thailand,Thailand,Thai,,,ALerT,Anchor,FALSE,3rd,XERXIA,XIA,Cypher,Killjoy,Viper,27,418,403,113,1.03,1.31,208,15.4,14.9,4.1
Thailand,Thailand,Thai,,,Acetics,Support,FALSE,4th,Sharper Esport,SPE,Fade,Skye,Sage,21,267,312,126,0.85,1.25,178,12.7,14.8,6
Thailand,Thailand,Thai,,,AloNeFillz,Support,FALSE,5th-6th,Team NKT,NKT,Gekko,Sova,Harbor,17,243,215,102,1.13,1.6,201,14.2,12.6,6
Thailand,Thailand,Thai,,,BnwGiggs,Flex,FALSE,3rd,XERXIA,XIA,Breach,KAY/O,Skye,27,327,439,263,0.74,1.34,168,12.1,16.2,9.7
Thailand,Thailand,Thai,,,CGRS,Support,FALSE,1st,Made in Thailand,MITH,Sova,Gekko,Cypher,24,343,307,149,1.11,1.6,192,14.2,12.7,6.2
Thailand,Thailand,Thai,,,ChAlalala,Anchor,FALSE,5th-6th,Santa Gang,SG,Killjoy,Cypher,Brimstone,17,224,249,73,0.89,1.19,173,13.1,14.6,4.2
Thailand,Thailand,Thai,,,D4rf,Smoker,FALSE,8th,XOXO-01,XOXO,Omen,Raze,Brimstone,15,207,256,86,0.8,1.14,206,13.8,17,5.7
Thailand,Thailand,Thai,,,EARTHYRABYRABO,Flex,FALSE,7th,Barn nong chok,BNC,Skye,Fade,Breach,15,162,223,126,0.72,1.29,157,10.8,14.8,8.4
Thailand,Thailand,Thai,,,Flukyy,Smoker,FALSE,7th,Barn nong chok,BNC,Omen,Jett,Brimstone,14,219,211,103,1.03,1.52,214,15.6,15,7.3
Thailand,Thailand,Thai,,,GarnetS,Flex,FALSE,5th-6th,Team NKT,NKT,Jett,Raze,Reyna,17,261,235,49,1.11,1.31,222,15.3,13.8,2.8
Thailand,Thailand,Thai,,,Itaoearth,Support,FALSE,8th,XOXO-01,XOXO,Cypher,Fade,Skye,15,174,221,77,0.78,1.13,162,11.6,14.7,5.1
Thailand,Thailand,Thai,,,JAIGRAYRAY,Flex,FALSE,5th-6th,Team NKT,NKT,Viper,Brimstone,Omen,17,241,237,106,1.01,1.46,201,14.1,13.9,6.2
Thailand,Thailand,Thai,,,JohnOlsen,Flex,FALSE,1st,FULL SENSE,FS,Jett,Raze,Neon,11,185,177,47,1.04,1.31,241,16.8,16,4.2
Thailand,Thailand,Thai,,,KRX,Flex,FALSE,4th,Sharper Esport,SPE,Neon,KAY/O,,3,58,55,25,1.05,1.5,235,19.3,18.3,8.3
Thailand,Thailand,Thai,,,Kadoom,Flex,FALSE,1st,Made in Thailand,MITH,Raze,Jett,Neon,24,379,370,93,1.02,1.27,222,15.7,15.4,3.8
Thailand,Thailand,Thai,,,Kntz,Flex,FALSE,1st,Made in Thailand,MITH,Omen,Astra,Brimstone,24,408,311,157,1.31,1.81,212,17,12.9,6.5
Thailand,Thailand,Thai,,,Kongared,Flex,FALSE,5th-6th,Santa Gang,SG,KAY/O,Skye,Fade,17,235,240,131,0.97,1.52,186,13.8,14.1,7.7
Thailand,Thailand,Thai,,,Laz,Anchor,FALSE,5th-6th,Team NKT,NKT,Cypher,Viper,Killjoy,17,232,219,86,1.05,1.45,187,13.6,12.8,5
Thailand,Thailand,Thai,,,Leviathan,Smoker,FALSE,1st,FULL SENSE,FS,Omen,Viper,,11,172,152,84,1.13,1.68,199,15.6,13.8,7.6
Thailand,Thailand,Thai,,,NIZ,Support,FALSE,5th-6th,Santa Gang,SG,Sova,Gekko,Viper,17,238,240,86,0.99,1.35,185,14,14.1,5
Thailand,Thailand,Thai,,,Niffy,Entry,FALSE,4th,Sharper Esport,SPE,Raze,Viper,Jett,23,403,343,100,1.17,1.46,245,17.5,14.9,4.3
Thailand,Thailand,Thai,,,PTC,Flex,FALSE,1st,FULL SENSE,FS,KAY/O,Breach,Fade,11,171,148,94,1.15,1.79,210,15.5,13.4,8.5
Thailand,Thailand,Thai,,,PinOcChiOs,Support,FALSE,4th,Sharper Esport,SPE,Breach,Gekko,Viper,24,322,363,167,0.88,1.34,184,13.4,15.1,6.9
Thailand,Thailand,Thai,,,Potter,Entry,FALSE,3rd,XERXIA,XIA,Raze,Jett,,27,501,449,95,1.11,1.32,247,18.5,16.6,3.5
Thailand,Thailand,Thai,,,Raigard,Smoker,FALSE,5th-6th,Santa Gang,SG,Omen,Viper,,17,242,259,113,0.93,1.37,198,14.2,15.2,6.6
Thailand,Thailand,Thai,,,Reality,Flex,FALSE,4th,Sharper Esport,SPE,Cypher,Gekko,Viper,23,306,339,107,0.9,1.21,187,13.3,14.7,4.6
Thailand,Thailand,Thai,,,Seph1roth,Anchor,FALSE,1st,Made in Thailand,MITH,Viper,Killjoy,Cypher,24,390,323,119,1.2,1.57,214,16.2,13.4,4.9
Thailand,Thailand,Thai,,,Siraphop,Flex,FALSE,3rd,XERXIA,XIA,Gekko,Sova,Fade,27,390,414,188,0.94,1.39,183,14.4,15.3,6.9
Thailand,Thailand,Thai,,,SoCoolSoDa,Support,FALSE,5th-6th,Team NKT,NKT,KAY/O,Omen,Sova,17,250,234,117,1.06,1.56,207,14.7,13.7,6.8
Thailand,Thailand,Thai,,,Umaruchans,Support,FALSE,8th,XOXO-01,XOXO,Gekko,Killjoy,Skye,15,223,226,60,0.98,1.25,208,14.8,15,4
Thailand,Thailand,Thai,,,b3ta,Flex,FALSE,3rd,XERXIA,XIA,Omen,Brimstone,Viper,27,353,441,240,0.8,1.34,178,13,16.3,8.8
Thailand,Thailand,Thai,,,canady,Flex,FALSE,7th,Barn nong chok,BNC,Raze,Iso,Jett,14,228,224,43,1.01,1.2,224,16.2,16,3
Thailand,Thailand,Thai,,,foxz,Flex,FALSE,1st,FULL SENSE,FS,Sova,Gekko,Breach,11,158,150,89,1.05,1.64,201,14.3,13.6,8
Thailand,Thailand,Thai,,,killua,Support,FALSE,1st,Made in Thailand,MITH,Killjoy,Skye,Breach,24,417,357,89,1.16,1.41,229,17.3,14.8,3.7
Thailand,Thailand,Thai,,,maddd,Flex,FALSE,8th,XOXO-01,XOXO,Raze,Killjoy,,10,142,162,40,0.87,1.12,215,14.2,16.2,4
Thailand,Thailand,Thai,,,pedio,Support,FALSE,7th,Barn nong chok,BNC,Viper,Gekko,Sova,14,152,225,88,0.67,1.06,158,10.8,16,6.2
Thailand,Thailand,Thai,,,sushiboys,Anchor,FALSE,1st,FULL SENSE,FS,Cypher,Killjoy,Brimstone,11,158,156,70,1.01,1.46,195,14.3,14.1,6.3
Thailand,Thailand,Thai,,,tbloy,Entry,FALSE,5th-6th,Santa Gang,SG,Raze,Jett,,17,266,281,71,0.94,1.19,224,15.6,16.5,4.1
Thailand,Thailand,Thai,,,xZe,Smoker,FALSE,4th,Sharper Esport,SPE,Omen,Brimstone,Yoru,23,294,352,159,0.83,1.28,174,12.7,15.3,6.9
Thailand,Thailand,Thai,,,xcool,Flex,FALSE,7th,Barn nong chok,BNC,Cypher,Killjoy,Deadlock,14,235,193,56,1.21,1.5,217,16.7,13.7,4
Vietnam,Vietnam,Vietnamese,,,Acerola,Smoker,FALSE,5th-6th,LAZY,LAZY,Viper,Omen,KAY/O,13,186,188,84,0.98,1.43,203,14.3,14.4,6.4
Vietnam,Vietnam,Vietnamese,,,Akashi,Flex,FALSE,5th-6th,LAZY,LAZY,Sova,Skye,Fade,13,129,194,82,0.66,1.08,148,9.9,14.9,6.3
Vietnam,Vietnam,Vietnamese,,,Albus,Anchor,FALSE,1st,Rapid Lofi,RLF,Cypher,Killjoy,KAY/O,14,184,213,77,0.86,1.22,183,13.1,15.2,5.5
Vietnam,Vietnam,Vietnamese,,,Aozy,Support,FALSE,3rd,Team Flash,FPT,Skye,,,1,13,10,12,1.3,2.5,162,13,10,12
Vietnam,Vietnam,Vietnamese,,,BMV,Anchor,FALSE,7th,Unicorn Cyber,UNC,Cypher,Killjoy,Breach,13,162,199,63,0.81,1.13,174,12.4,15.3,4.8
Vietnam,Vietnam,Vietnamese,,,BanhMj,Support,FALSE,1st,Rapid Lofi,RLF,Killjoy,Sova,Skye,11,138,143,43,0.96,1.26,177,12.5,13,3.9
Vietnam,Vietnam,Vietnamese,,,Crus,Flex,FALSE,2nd,Fancy United Esports,FCY,Omen,Cypher,,12,178,144,94,1.23,1.88,216,14.8,12,7.8
Vietnam,Vietnam,Vietnamese,,,D0rf,Support,FALSE,3rd,Team Flash,FPT,Breach,Sova,Killjoy,14,205,160,72,1.28,1.73,204,14.6,11.4,5.1
Vietnam,Vietnam,Vietnamese,,,DaFt,Entry,FALSE,1st,Rapid Lofi,RLF,Jett,Raze,Gekko,20,330,296,109,1.11,1.48,233,16.5,14.8,5.4
Vietnam,Vietnam,Vietnamese,,,DucT,Flex,FALSE,5th-6th,LAZY,LAZY,Omen,Breach,Killjoy,13,161,191,91,0.84,1.31,175,12.3,14.6,7
Vietnam,Vietnam,Vietnamese,,,Gin,Entry,FALSE,2nd,Fancy United Esports,FCY,Clove,Jett,Raze,12,193,173,29,1.11,1.28,232,16,14.4,2.4
Vietnam,Vietnam,Vietnamese,,,Hyuse,Flex,FALSE,4th,CyberKing Esports,CKE,Jett,Sova,Clove,15,234,228,56,1.02,1.27,233,15.6,15.2,3.7
Vietnam,Vietnam,Vietnamese,,,Hyzee,Anchor,FALSE,5th-6th,Team Big BAAM,BAAM,Cypher,Killjoy,Breach,17,268,261,106,1.02,1.43,207,15.7,15.3,6.2
Vietnam,Vietnam,Vietnamese,,,KillerS,Entry,FALSE,3rd,Team Flash,FPT,Raze,Skye,Neon,15,235,194,100,1.21,1.72,229,15.6,12.9,6.6
Vietnam,Vietnam,Vietnamese,,,Louboutin,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,Killjoy,Omen,Sova,13,237,202,60,1.17,1.47,219,18.2,15.5,4.6
Vietnam,Vietnam,Vietnamese,,,Moef,Flex,FALSE,5th-6th,LAZY,LAZY,Jett,Raze,Reyna,13,209,201,32,1.03,1.19,235,16,15.4,2.4
Vietnam,Vietnam,Vietnamese,,,NamGoku,Flex,FALSE,4th,CyberKing Esports,CKE,Sova,Raze,Omen,15,163,234,56,0.69,0.93,161,10.8,15.6,3.7
Vietnam,Vietnam,Vietnamese,,,Nh0zKon,Support,FALSE,7th,Unicorn Cyber,UNC,Sova,Gekko,Viper,13,161,212,72,0.75,1.09,175,12.3,16.3,5.5
Vietnam,Vietnam,Vietnamese,,,Nhatthong2k,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,Jett,Raze,Iso,17,298,287,63,1.03,1.25,234,17.5,16.8,3.7
Vietnam,Vietnam,Vietnamese,,,P1na,Smoker,FALSE,5th-6th,Team Big BAAM,BAAM,Viper,Omen,,17,260,257,135,1.01,1.53,202,15.2,15.1,7.9
Vietnam,Vietnam,Vietnamese,,,Palette,Smoker,FALSE,8th,Crocodile Tear,TEAR,Omen,Viper,Killjoy,9,112,124,70,0.9,1.46,182,12.4,13.7,7.7
Vietnam,Vietnam,Vietnamese,,,Pr0digy,Flex,FALSE,1st,Rapid Lofi,RLF,Brimstone,Sage,Iso,15,228,233,90,0.97,1.36,210,15.2,15.5,6
Vietnam,Vietnam,Vietnamese,,,Shaun,Flex,FALSE,4th,CyberKing Esports,CKE,Killjoy,Cypher,Sage,15,182,200,41,0.91,1.11,171,12.1,13.3,2.7
Vietnam,Vietnam,Vietnamese,,,SomeThai,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,Sova,Skye,Fade,11,180,192,71,0.93,1.3,210,16.3,17.4,6.4
Vietnam,Vietnam,Vietnamese,,,Suka,Flex,FALSE,1st,Rapid Lofi,RLF,Sova,KAY/O,Breach,20,327,297,160,1.1,1.63,218,16.3,14.8,8
Vietnam,Vietnam,Vietnamese,,,Takoyaki,Flex,FALSE,8th,Crocodile Tear,TEAR,Breach,Viper,,2,21,21,6,1,1.28,168,10.5,10.5,3
Vietnam,Vietnam,Vietnamese,,,Ting2k5,Flex,FALSE,3rd,Team Flash,FPT,Jett,Cypher,Gekko,15,237,173,51,1.36,1.66,214,15.8,11.5,3.4
Vietnam,Vietnam,Vietnamese,,,Tripciew,Smoker,FALSE,1st,Rapid Lofi,RLF,Viper,Omen,Cypher,20,272,280,127,0.97,1.42,192,13.6,14,6.3
Vietnam,Vietnam,Vietnamese,,,Tyson1,Anchor,FALSE,7th,Unicorn Cyber,UNC,Cypher,Killjoy,Skye,13,165,202,70,0.81,1.16,167,12.6,15.5,5.3
Vietnam,Vietnam,Vietnamese,,,Viness,Flex,FALSE,3rd,Team Flash,FPT,Omen,Viper,Brimstone,15,195,192,124,1.01,1.66,198,13,12.8,8.2
Vietnam,Vietnam,Vietnamese,,,Vizz,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,KAY/O,Breach,Skye,10,82,145,100,0.56,1.25,124,8.2,14.5,10
Vietnam,Vietnam,Vietnamese,,,YESicaN,Support,TRUE,2nd,Fancy United Esports,FCY,KAY/O,,,12,190,140,113,1.35,2.16,240,15.8,11.6,9.4
Vietnam,Vietnam,Vietnamese,,,alyaL,Flex,FALSE,3rd,Team Flash,FPT,Viper,Killjoy,Fade,15,260,189,81,1.37,1.8,250,17.3,12.6,5.4
Vietnam,Vietnam,Vietnamese,,,bbc,Flex,FALSE,8th,Crocodile Tear,TEAR,KAY/O,Killjoy,Jett,11,137,166,58,0.82,1.17,180,12.4,15,5.2
Vietnam,Vietnam,Vietnamese,,,bioforst,Anchor,FALSE,8th,Crocodile Tear,TEAR,Killjoy,Astra,Cypher,11,144,156,41,0.92,1.18,195,13,14.1,3.7
Vietnam,Vietnam,Vietnamese,,,bobae,Flex,FALSE,8th,Crocodile Tear,TEAR,Sova,Gekko,Fade,11,175,150,53,1.16,1.52,232,15.9,13.6,4.8
Vietnam,Vietnam,Vietnamese,,,dafam1,Flex,FALSE,7th,Unicorn Cyber,UNC,Omen,Clove,Viper,13,195,221,91,0.88,1.29,200,15,17,7
Vietnam,Vietnam,Vietnamese,,,f1cio,Flex,FALSE,2nd,Fancy United Esports,FCY,Gekko,Deadlock,Viper,12,185,155,74,1.19,1.67,226,15.4,12.9,6.1
Vietnam,Vietnam,Vietnamese,,,fuzzie,Flex,FALSE,4th,CyberKing Esports,CKE,Gekko,Breach,KAY/O,15,162,215,102,0.75,1.22,168,10.8,14.3,6.8
Vietnam,Vietnam,Vietnamese,,,hansia,Flex,FALSE,8th,Crocodile Tear,TEAR,Jett,Raze,Neon,11,184,160,42,1.14,1.41,247,16.7,14.5,3.8
Vietnam,Vietnam,Vietnamese,,,lilhieu,Flex,FALSE,7th,Unicorn Cyber,UNC,Raze,Jett,Iso,13,225,211,64,1.06,1.36,240,17.3,16.2,4.9
Vietnam,Vietnam,Vietnamese,,,nTK,Anchor,FALSE,5th-6th,LAZY,LAZY,Cypher,Killjoy,KAY/O,13,161,198,65,0.81,1.14,188,12.3,15.2,5
Vietnam,Vietnam,Vietnamese,,,rageee,Smoker,FALSE,4th,CyberKing Esports,CKE,Viper,Omen,Fade,15,204,214,86,0.95,1.35,201,13.6,14.2,5.7
Vietnam,Vietnam,Vietnamese,,,twilight,Anchor,FALSE,2nd,Fancy United Esports,FCY,Cypher,Viper,Killjoy,12,177,138,53,1.28,1.66,208,14.7,11.5,4.4
